DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM
XX/06/21;01:29:21;APPROACH;AIR;AIR;AIR;7753;7748.00;1013.0;4521;2055;16.75;-15.993.499;-48.069.149;221;192;158;156.54;0.334;-835;0.99;-0.00;-0.00;15;-72.77;0;0.8;51220;5;0.00;3.7;0.0;5.80;-2.34;34.2;35.3;74.4;74.2;572;580;IDLE;IDLE;7265.65;3632.77;3632.88;1240.7;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.64;-3.41;0.41;-0.29;616.50;-0.26;6.06
XX/06/21;01:29:22;APPROACH;AIR;AIR;AIR;7739;7734.00;1013.0;4507;2055;16.75;-15.992.507;-48.068.996;220;192;158;156.54;0.332;-837;0.99;-0.00;-0.00;15;-180.0;0;0.9;51220;5;-0.35;3.7;0.0;5.98;-2.42;34.2;35.4;75.2;74.3;572;582;IDLE;IDLE;7266.35;3633.11;3633.24;1240.7;1301.5;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.50;0.47;-0.17;1232.40;-0.33;6.03
XX/06/21;01:29:23;APPROACH;AIR;AIR;AIR;7725;7720.00;1013.0;4493;2055;16.75;-15.991.439;-48.068.848;220;191;158;156.54;0.332;-838;0.99;-0.00;-0.00;15;-72.77;0;0.9;51220;5;0.00;3.5;-0.2;5.63;-2.40;34.2;35.3;73.8;74.2;572;580;IDLE;IDLE;7267.06;3633.46;3633.60;1246.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.55;0.35;-0.23;-1233.00;-0.33;6.18
XX/06/21;01:29:24;APPROACH;AIR;AIR;AIR;7710;7705.00;1013.0;4478;2055;16.75;-15.990.448;-48.068.699;219;191;158;156.54;0.332;-848;0.96;-0.00;-0.00;14;0.00;0;0.9;51220;5;-0.35;3.5;-0.0;5.80;-2.44;34.2;35.3;74.6;74.2;573;580;IDLE;IDLE;7267.76;3633.80;3633.96;1240.7;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;0.23;-0.40;616.50;-0.45;6.36
XX/06/21;01:29:25;APPROACH;AIR;AIR;AIR;7695;7690.00;1013.0;4463;2055;16.75;-15.989.379;-48.068.550;219;190;158;156.54;0.330;-865;0.97;-0.00;-0.00;14;-72.77;0;0.8;51220;5;-0.35;3.5;-0.0;6.33;-2.41;34.2;35.3;75.1;74.2;572;580;IDLE;IDLE;7268.46;3634.15;3634.32;1240.7;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-4.15;0.35;-0.29;-1233.00;-0.45;6.42
XX/06/21;01:29:26;APPROACH;AIR;AIR;AIR;7680;7675.00;1013.0;4448;2055;16.75;-15.988.388;-48.068.550;218;190;158;156.54;0.330;-877;1.00;-0.00;0.01;15;-180.0;0;0.7;51220;5;-0.35;3.7;0.1;6.15;-2.49;34.2;35.3;73.6;74.2;573;580;IDLE;IDLE;7269.17;3634.49;3634.68;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-4.20;0.41;-0.23;-1233.00;-0.39;6.42
XX/06/21;01:29:27;APPROACH;AIR;AIR;AIR;7665;7660.00;1013.0;4433;2055;16.75;-15.987.319;-48.068.554;218;190;158;156.54;0.330;-885;1.00;-0.00;-0.00;15;-72.77;0;0.6;51220;5;0.35;3.7;0.0;5.98;-2.46;34.2;35.3;75.0;74.2;573;580;IDLE;IDLE;7269.88;3634.84;3635.03;1246.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-4.10;0.47;-0.17;-1233.00;-0.26;6.42
XX/06/21;01:29:28;APPROACH;AIR;AIR;AIR;7651;7646.00;1013.0;4419;2055;16.75;-15.986.328;-48.068.558;217;189;158;156.54;0.326;-880;0.99;-0.00;-0.00;15;0.00;0;0.6;51220;5;0.35;3.5;-0.1;5.98;-2.56;34.2;35.3;73.3;74.2;572;580;IDLE;IDLE;7270.58;3635.19;3635.39;1240.7;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.10;-4.00;0.47;-0.17;-1233.00;-0.45;6.42
XX/06/21;01:29:29;APPROACH;AIR;AIR;AIR;7637;7632.00;1013.0;4405;2055;16.75;-15.985.260;-48.068.558;217;187;158;156.54;0.324;-867;0.97;0.00;0.00;15;-72.77;0;0.5;51220;5;0.35;3.5;-0.0;6.15;-2.51;34.2;35.3;75.4;74.2;573;580;IDLE;IDLE;7271.28;3635.53;3635.75;1246.8;1283.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-3.85;0.53;-0.11;1232.40;-0.33;6.42
XX/06/21;01:29:30;APPROACH;AIR;AIR;AIR;7622;7617.00;1013.0;4390;2055;16.75;-15.984.268;-48.069.199;216;188;158;156.54;0.324;-868;0.97;-0.00;0.00;15;-180.0;0;0.5;51220;5;0.35;3.5;-0.0;6.33;-2.58;34.2;35.2;73.3;74.2;573;580;IDLE;IDLE;7271.99;3635.88;3636.11;1240.7;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-3.85;0.58;0.00;-1233.00;-0.20;6.42
XX/06/21;01:29:31;APPROACH;AIR;AIR;AIR;7607;7602.00;1013.0;4375;2055;16.50;-15.983.200;-48.069.839;216;187;158;156.54;0.324;-878;0.98;-0.00;0.00;15;-72.77;0;0.6;51220;5;0.00;3.5;-0.0;6.15;-2.53;34.2;35.3;73.0;74.3;573;581;IDLE;IDLE;7272.69;3636.22;3636.47;1240.7;1301.5;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-3.85;0.47;-0.11;616.50;-0.33;6.42
XX/06/21;01:29:32;APPROACH;AIR;AIR;AIR;7592;7586.00;1013.0;4360;2055;16.50;-15.982.208;-48.070.480;216;187;158;156.54;0.324;-886;0.97;0.01;0.00;15;0.00;0;0.5;51220;5;0.35;3.5;-0.0;6.33;-2.49;34.2;35.2;75.7;74.2;573;580;IDLE;IDLE;7273.40;3636.57;3636.83;1240.7;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.90;0.58;0.06;-1233.00;-0.26;6.42
XX/06/21;01:29:33;APPROACH;AIR;AIR;AIR;7576;7571.00;1013.0;4344;2055;16.75;-15.981.140;-48.071.121;215;187;158;156.54;0.324;-900;0.98;0.00;0.00;15;-72.77;0;0.6;51220;5;0.00;3.5;-0.0;6.33;-2.49;34.1;35.2;73.2;74.2;573;580;IDLE;IDLE;7274.10;3636.91;3637.19;1240.7;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.25;-3.80;0.64;0.06;616.50;-0.33;6.42
XX/06/21;01:29:34;APPROACH;AIR;AIR;AIR;7560;7554.00;1013.0;4328;2055;16.75;-15.980.148;-48.071.762;215;186;158;156.54;0.322;-920;0.98;-0.00;0.00;15;-180.0;0;0.6;51220;5;0.00;3.5;-0.0;6.50;-2.42;34.2;35.2;75.4;74.2;574;580;IDLE;IDLE;7274.80;3637.26;3637.55;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.80;0.35;-0.23;-1233.00;-0.33;6.42
XX/06/21;01:29:35;APPROACH;AIR;AIR;AIR;7544;7539.00;1013.0;4312;2055;16.75;-15.979.080;-48.071.609;214;186;158;156.54;0.322;-933;0.97;-0.00;0.00;15;-72.77;0;0.6;51220;5;-0.35;3.5;-0.0;6.50;-2.52;34.1;35.2;73.2;74.2;573;580;IDLE;IDLE;7275.51;3637.60;3637.91;1240.7;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.75;0.35;-0.29;-1233.00;-0.33;6.42
XX/06/21;01:29:36;APPROACH;AIR;AIR;AIR;7527;7522.00;1013.0;4295;2055;16.75;-15.978.088;-48.071.468;214;186;158;156.54;0.322;-952;0.99;0.00;0.01;15;0.00;0;0.5;51220;5;-0.35;3.5;-0.0;6.50;-2.48;34.1;35.2;75.5;74.2;574;580;IDLE;IDLE;7276.21;3637.95;3638.27;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.75;0.47;-0.17;1232.40;-0.33;6.42
XX/06/21;01:29:37;APPROACH;AIR;AIR;AIR;7511;7506.00;1013.0;4279;2055;16.75;-15.977.020;-48.071.320;214;186;158;156.51;0.322;-964;0.98;0.00;0.01;15;-72.77;0;0.5;51202;5;0.00;3.5;-0.0;6.15;-2.68;34.2;35.3;73.9;74.2;574;581;IDLE;IDLE;7276.92;3638.30;3638.63;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.70;0.53;-0.11;-1233.00;-0.33;6.42
XX/06/21;01:29:38;APPROACH;AIR;AIR;AIR;7494;7489.00;1013.0;4262;2055;16.75;-15.976.028;-48.071.175;213;186;158;156.51;0.322;-973;0.96;0.00;0.00;15;-180.0;0;0.6;51202;5;0.35;3.5;-0.0;6.68;-2.64;34.1;35.2;74.4;74.2;574;580;IDLE;IDLE;7277.62;3638.64;3638.98;1240.7;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.75;0.82;0.29;-1233.00;0.13;6.42
XX/06/21;01:29:39;APPROACH;AIR;AIR;AIR;7477;7472.00;1013.0;4245;2055;16.75;-15.974.960;-48.071.030;213;184;158;156.51;0.318;-988;1.00;-0.01;0.01;15;-72.77;0;0.7;51202;5;0.35;3.7;0.1;6.50;-2.85;34.2;35.2;74.3;74.2;574;581;IDLE;IDLE;7278.33;3638.99;3639.34;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.70;0.76;0.23;-1233.00;-0.45;6.42
XX/06/21;01:29:40;APPROACH;AIR;AIR;AIR;7461;7456.00;1013.0;4229;2055;16.75;-15.973.968;-48.070.881;213;185;158;156.51;0.320;-989;0.98;0.01;0.01;15;0.00;0;0.7;51202;5;0.00;3.5;-0.1;6.68;-2.82;34.1;35.2;73.4;74.2;574;581;IDLE;IDLE;7279.03;3639.33;3639.70;1246.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.65;0.64;0.12;616.50;-0.20;6.42
XX/06/21;01:29:41;APPROACH;AIR;AIR;AIR;7444;7439.00;1013.0;4212;2055;17.00;-15.972.976;-48.070.736;212;185;158;156.51;0.320;-989;1.00;-0.00;0.01;15;-72.77;0;0.8;51202;5;0.00;3.5;-0.0;6.50;-3.04;34.1;35.2;74.8;74.2;574;581;IDLE;IDLE;7279.74;3639.68;3640.06;1240.7;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.60;0.64;0.12;1232.40;-0.33;6.42
XX/06/21;01:29:42;APPROACH;AIR;AIR;AIR;7427;7422.00;1013.0;4195;2055;17.00;-15.971.984;-48.070.591;212;183;158;156.51;0.316;-999;0.97;-0.01;0.01;15;-180.0;0;0.9;51202;5;-0.35;3.5;-0.0;6.86;-3.02;34.1;35.2;73.4;74.2;574;581;IDLE;IDLE;7280.44;3640.03;3640.42;1252.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.55;-0.34;-0.81;-1233.00;-0.45;6.42
XX/06/21;01:29:43;APPROACH;AIR;AIR;AIR;7410;7405.00;1013.0;4178;2055;17.00;-15.970.993;-48.070.446;212;185;158;156.51;0.318;-1006;0.99;-0.00;0.01;15;-72.77;0;0.7;51202;5;-0.70;3.5;-0.0;6.68;-3.22;34.1;35.2;74.5;74.2;575;582;IDLE;IDLE;7281.15;3640.37;3640.78;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.45;0.12;-0.46;616.50;-0.52;6.42
XX/06/21;01:29:44;APPROACH;AIR;AIR;AIR;7393;7388.00;1013.0;4161;2055;17.00;-15.970.001;-48.070.297;211;185;158;156.51;0.318;-1011;0.97;-0.00;0.01;15;0.00;0;0.5;51202;5;-0.70;3.5;-0.0;6.86;-3.17;34.1;35.2;75.0;74.2;574;582;IDLE;IDLE;7281.86;3640.72;3641.14;1246.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.60;0.23;-0.40;-1233.00;-0.26;6.42
XX/06/21;01:29:45;APPROACH;AIR;AIR;AIR;7375;7370.00;1013.0;4143;2055;17.00;-15.969.009;-48.070.152;211;184;158;156.51;0.318;-1024;1.01;-0.00;0.01;15;-72.77;0;0.4;51202;5;-0.35;3.7;0.1;6.50;-3.34;34.1;35.2;73.6;74.2;574;582;IDLE;IDLE;7282.56;3641.07;3641.50;1252.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.55;0.29;-0.29;616.50;0.00;6.42
XX/06/21;01:29:46;APPROACH;AIR;AIR;AIR;7360;7354.00;1013.0;4128;2055;17.00;-15.968.017;-48.070.011;211;184;158;156.51;0.318;-1013;0.97;0.01;0.00;15;-180.0;0;0.5;51202;5;0.35;3.7;0.0;7.38;-3.21;34.1;35.2;75.2;74.2;575;582;IDLE;IDLE;7283.27;3641.41;3641.86;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.65;0.23;-0.34;-1233.00;-0.33;6.42
XX/06/21;01:29:47;APPROACH;AIR;AIR;AIR;7342;7336.00;1013.0;4110;2055;17.25;-15.967.025;-48.069.870;210;183;158;156.51;0.316;-1005;1.01;-0.01;0.01;15;-72.77;0;0.7;51202;5;-0.35;3.7;0.0;6.50;-3.36;34.1;35.2;73.2;74.2;575;582;IDLE;IDLE;7283.98;3641.76;3642.22;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.54;-3.45;0.18;-0.40;616.50;-0.33;6.42
XX/06/21;01:29:48;APPROACH;AIR;AIR;AIR;7326;7321.00;1013.0;4094;2055;17.25;-15.966.033;-48.069.874;210;182;158;156.51;0.314;-1010;0.98;0.01;0.01;15;0.00;0;0.6;51202;5;-0.70;3.7;0.0;6.86;-3.25;34.1;35.2;75.4;74.3;576;583;IDLE;IDLE;7284.68;3642.11;3642.58;1252.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.45;-0.75;-1.22;-1233.00;-0.26;6.42
XX/06/21;01:29:49;APPROACH;AIR;AIR;AIR;7308;7303.00;1013.0;4076;2055;17.25;-15.965.042;-48.069.881;210;182;158;156.51;0.314;-1013;0.98;-0.00;0.01;14;-72.77;0;0.7;51202;5;-0.70;3.5;-0.2;6.68;-3.41;34.1;35.2;74.2;74.2;575;583;IDLE;IDLE;7285.39;3642.45;3642.94;1246.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.74;-3.26;-0.23;-0.75;-1233.00;-0.33;6.42
XX/06/21;01:29:50;APPROACH;AIR;AIR;AIR;7291;7286.00;1013.0;4059;2055;17.25;-15.963.974;-48.069.893;210;181;158;156.51;0.312;-1025;0.95;0.01;0.01;14;-180.0;0;0.8;51202;5;-0.35;3.5;-0.0;7.03;-3.33;34.1;35.2;73.2;74.3;576;583;IDLE;IDLE;7286.10;3642.80;3643.29;1252.8;1289.3;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.36;0.12;-0.46;616.50;-0.33;6.45
XX/06/21;01:29:51;APPROACH;AIR;AIR;AIR;7274;7268.00;1013.0;4042;2055;17.25;-15.962.982;-48.069.901;209;181;158;156.51;0.312;-1024;0.99;0.00;0.01;14;-72.77;0;0.9;51202;5;-0.35;3.7;0.1;7.38;-3.42;34.1;35.2;75.2;74.3;575;582;IDLE;IDLE;7286.80;3643.15;3643.66;1246.8;1301.5;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.69;-3.36;-0.58;-1.10;-1233.00;-0.65;6.42
XX/06/21;01:29:52;APPROACH;AIR;AIR;AIR;7256;7250.00;1013.0;4024;2055;17.25;-15.961.990;-48.070.549;209;182;157;156.51;0.312;-1032;0.98;-0.00;0.01;14;0.00;0;0.9;51202;5;-0.70;3.7;0.0;7.38;-3.40;34.1;35.2;73.8;74.2;576;583;IDLE;IDLE;7287.52;3643.50;3644.02;1252.8;1307.6;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.60;0.06;-0.58;-1233.00;-0.39;6.61
XX/06/21;01:29:53;APPROACH;AIR;AIR;AIR;7238;7234.00;1013.0;4006;2055;17.25;-15.960.998;-48.071.194;209;181;157;156.51;0.312;-1048;0.99;-0.00;0.01;14;-72.77;0;0.7;51202;5;0.00;3.9;0.1;7.21;-3.36;34.1;35.2;73.2;74.3;576;583;IDLE;IDLE;7288.23;3643.85;3644.38;1258.9;1301.5;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.75;0.23;-0.40;616.50;-0.45;6.70
XX/06/21;01:29:54;APPROACH;AIR;AIR;AIR;7223;7218.00;1013.0;3991;2055;17.25;-15.960.006;-48.071.846;209;182;157;156.51;0.314;-1029;1.00;0.00;0.01;14;-180.0;0;0.6;51202;5;0.70;4.0;0.3;7.56;-3.39;34.1;35.2;74.6;74.3;576;583;IDLE;IDLE;7288.94;3644.19;3644.74;1252.8;1301.5;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.00;-4.15;0.88;0.35;-1233.00;0.13;6.70
XX/06/21;01:29:55;APPROACH;AIR;AIR;AIR;7205;7200.00;1013.0;3973;2055;17.25;-15.959.014;-48.072.495;208;182;157;156.51;0.312;-1016;1.05;-0.01;0.02;14;-72.77;0;0.8;51202;5;0.70;4.0;0.1;6.86;-3.23;34.1;35.2;73.7;74.2;576;583;IDLE;IDLE;7289.65;3644.54;3645.10;1252.8;1295.4;4064.2;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.10;-4.05;0.23;-0.34;-1233.00;-0.96;6.70
